X,Y
0.021522287977859378,0.5005035009235144
0.021521998511161655,0.5005022548139095
0.02152172988280654,0.5005014101043344
0.021522011433262378,0.5004997123032808
0.021521973481867462,0.5004988461732864
0.021522122260648757,0.5004971716552973
0.02152166998712346,0.5004962077364326
0.021522304974496365,0.5004948554560542
0.021521768940147012,0.5004939483478665
0.021522005612496287,0.5004923436790705
0.021522203751374036,0.5004908787086606
0.02152213192312047,0.5004906514659524
0.021522301190998405,0.5004889210686088
0.021522465103771538,0.5004879245534539
0.02152257348643616,0.5004865536466241
0.02152259077411145,0.5004857303574681
0.021522526105400175,0.5004846714437008
0.02152255258988589,0.5004831152036786
0.021522581693716347,0.5004820190370083
0.021523107890971005,0.5004801591858268
0.021522614697460085,0.5004791663959622
0.021522168535739183,0.5004782741889358
0.02152270160149783,0.5004770178347826
0.021522596245631576,0.5004760446026921
0.021522814233321697,0.5004742182791233
0.021522860100958496,0.50047342851758
0.021522646537050605,0.5004724934697151
0.021522589260712266,0.5004707956686616
0.02152259071590379,0.5004703579470515
0.02152251696679741,0.5004686890169978
0.021522713534068316,0.5004675881937146
0.021523132279980928,0.5004662675783038
0.021522406139411032,0.5004651518538594
0.02152254612883553,0.5004645204171538
0.021522257709875703,0.5004640677943826
0.021522972965613008,0.5004616212099791
0.021522496710531414,0.5004611210897565
0.021522222610656172,0.5004606666043401
0.021522208699025214,0.5004593906924129
0.021521864808164537,0.5004587089642882
0.02152186300372705,0.5004573604092002
0.02152208739425987,0.5004557315260172
0.0215220968821086,0.5004552034661174
0.02152249013306573,0.5004531163722277
0.021522194612771273,0.5004519503563643
0.021522408758755773,0.5004517771303654
0.021522106719203293,0.5004503317177296
0.021522097173146904,0.5004492746666074
0.021522222086787224,0.5004480266943574
0.021521967719309032,0.5004470888525248
0.021522375638596714,0.500445350073278
0.02152239845599979,0.5004440704360604
0.021522826340515167,0.5004435200244188
0.0215223825071007,0.5004427982494235
0.02152224228484556,0.5004417961463332
0.021522224182263017,0.5004404727369547
0.021522296592593193,0.5004395917057991
0.02152184006990865,0.5004386212676764
0.021521612419746816,0.5004378398880363
0.021521911083254963,0.500436750240624
0.021522050781641155,0.5004358859732747
0.021521683898754418,0.5004347311332822
0.021521782386116683,0.5004336526617408
0.02152212371584028,0.5004324447363615
0.02152190206106752,0.5004315264523029
0.021521849557757378,0.5004304200410843
0.02152199239935726,0.500428844243288
0.021521938790101558,0.5004284614697099
0.02152181218843907,0.5004268968477845
0.02152180450502783,0.5004257811233401
0.02152225247118622,0.5004233960062265
0.02152194018708542,0.5004233699291945
0.021521800779737532,0.5004229648038745
0.021522445313166827,0.5004210593178868
0.021521627786569297,0.5004202574491501
0.021522063005249947,0.5004190374165773
0.02152209577616304,0.5004176506772637
0.021522086579352617,0.5004168273881078
0.021521848917473108,0.5004161559045315
0.021522273134905845,0.5004143919795752
0.02152201102580875,0.5004138005897403
0.021521266433410347,0.5004125321283937
0.02152140170801431,0.5004114713519812
0.02152140747057274,0.5004111556336284
0.021521372080314904,0.5004091151058674
0.021521650603972375,0.5004082499071956
0.021521759976167232,0.500407611951232
0.021521407295949757,0.5004064114764333
0.021521664573810995,0.5004050303250551
0.02152135781943798,0.5004044957458973
0.02152155351359397,0.5004028454422951
0.021521672082599252,0.5004013944417238
0.021521832153666764,0.5004005813971162
0.021520910784602165,0.5003999518230557
0.021521143789868802,0.5003986926749349
0.02152118243975565,0.500398556701839
0.021520901063922793,0.5003972267732024
0.021521521965041757,0.5003959741443396
0.021521038899663836,0.500394974835217
0.021520896931178868,0.5003941180184484
0.021521082846447825,0.5003927266225219
0.021521138842217624,0.5003918837755919
0.021521122485864908,0.5003903293982148
0.021521026908885688,0.5003890795633197
0.02152148267487064,0.5003880355507135
0.021521497052162886,0.5003865668550134
0.021521357411984354,0.5003858907148242
0.021521619521081448,0.5003849389031529
0.021521417889744043,0.5003838129341602
0.02152192499488592,0.5003829700872302
0.021521967893932015,0.5003814799711108
0.021521846356336027,0.5003805896267295
0.02152208494953811,0.5003788927569985
0.021522359922528267,0.5003784568980336
0.021522424824070185,0.5003766687586904
0.021522220922634006,0.5003752922639251
0.02152239315910265,0.5003743451088667
0.021522679191548377,0.5003730058670044
0.021522277500480413,0.5003717970103025
0.021522634953726083,0.5003704344853759
0.021522852242924273,0.5003696214407682
0.02152236073743552,0.5003683427348733
0.021522450435440987,0.5003667436540127
0.02152284642215818,0.5003652377054095
0.02152285072952509,0.500363857485354
0.021522227965760976,0.5003636674955487
0.021523068367969245,0.5003617620095611
0.021522196242585778,0.5003613950684667
0.02152222383301705,0.5003605782985687
0.021523637929931283,0.5003587771207094
0.0215229915920645,0.5003578243777156
0.021522309340070933,0.5003574145957828
0.0215221059625037,0.5003563668578863
0.021522063354495913,0.5003550769761205
0.021522586117498577,0.5003537721931934
0.0215222128899768,0.5003523966297507
0.021522190829273313,0.5003511859104037
0.02152244228636846,0.5003499696031213
0.021522318769712,0.5003491453826427
0.02152297366410494,0.5003473544493318
0.021522570808883756,0.5003468319773674
0.021523284958675504,0.5003451053053141
0.021522877039387822,0.5003438536077738
0.02152263536117971,0.5003432268276811
0.021522806666325778,0.5003415215760469
0.02152236073743552,0.5003408920019865
0.02152300043962896,0.5003399727866054
0.02152287622448057,0.5003386121243238
0.021523159637581557,0.5003368593752384
0.021522781578823924,0.5003364915028214
0.02152336697326973,0.5003346623852849
0.021523181640077382,0.5003334982320666
0.021523070754483342,0.500332991592586
0.021522866503801197,0.5003313450142741
0.021522789727896452,0.500330382026732
0.021522545954212546,0.5003297170624137
0.02152275398839265,0.5003280779346824
0.021522524184547365,0.5003271996974945
0.02152203326113522,0.500326388515532
0.021522633091080934,0.5003246907144785
0.021522395021747798,0.5003237025812268
0.02152250980725512,0.5003225011751056
0.02152226323960349,0.500321283005178
0.021522561088204384,0.5003196569159627
0.021522447234019637,0.5003184927627444
0.02152250288054347,0.5003173062577844
0.021522525465115905,0.5003159316256642
0.021522326627746224,0.500315329991281
0.021522622322663665,0.5003135418519378
0.02152271068189293,0.5003124549984932
0.021522939146962017,0.5003108019009233
0.021522770810406655,0.5003101034089923
0.02152265893528238,0.5003088852390647
0.02152289147488773,0.5003072572872043
0.021522661263588816,0.5003059823065996
0.02152381866471842,0.5003045722842216
0.021523237694054842,0.500303597189486
0.02152266289340332,0.5003026807680726
0.02152349939569831,0.5003008125349879
0.021523308067116886,0.5002996679395437
0.02152389206457883,0.5002983557060361
0.02152362623019144,0.5002979570999742
0.021523587172850966,0.5002962397411466
0.021523622155655175,0.5002949004992843
0.02152336569270119,0.5002939272671938
0.02152338228188455,0.5002926625311375
0.021523447998333722,0.5002914182841778
0.021523671690374613,0.5002907905727625
0.021523416857235134,0.5002894699573517
0.021523437870200723,0.5002883458510041
0.021524036361370236,0.5002872115001082
0.021523165167309344,0.500285972841084
0.021523326286114752,0.5002843402326107
0.02152317634318024,0.5002835793420672
0.021522773371543735,0.5002829311415553
0.021523002244066447,0.5002816403284669
0.021522911090869457,0.5002806195989251
0.021522530762013048,0.5002800608053803
0.021522437513340265,0.5002791164442897
0.021523054805584252,0.5002781711518764
0.02152241818839684,0.5002768477424979
0.02152243285672739,0.5002756202593446
0.021522181225009263,0.5002751657739282
0.021522206196095794,0.5002740137279034
0.021522593684494495,0.500272199511528
0.021522683033253998,0.5002719070762396
0.021522513416130096,0.5002701738849282
0.02152204082813114,0.5002694064751267
0.021522899973206222,0.5002676313742995
0.021522949857171625,0.5002668760716915
0.02152249135542661,0.5002658572047949
0.02152289921650663,0.5002640886232257
0.02152264752658084,0.5002635847777128
0.0215225825086236,0.5002622678875923
0.02152238693088293,0.5002610413357615
0.02152247412595898,0.5002605514600873
0.021522573835682124,0.5002588424831629
0.021522591123357415,0.5002580219879746
0.02152229059720412,0.5002576597034931
0.021522282564546913,0.5002562599256635
0.02152244542958215,0.5002559432759881
0.02152188739273697,0.5002552894875407
0.02152263355674222,0.5002531176432967
0.02152210258645937,0.5002529546618462
0.02152257622219622,0.5002514813095331
0.021522460447158664,0.5002503199502826
0.02152216574177146,0.5002497546374798
0.021522186405491084,0.5002483762800694
0.021522297407500446,0.5002474552020431
0.021522257302422076,0.5002464829012752
0.021522359631489962,0.500245195813477
0.021522459865082055,0.5002438025549054
0.02152269968064502,0.500243017449975
0.021522341121453792,0.5002420507371426
0.02152216387912631,0.5002407534047961
0.02152140747057274,0.5002398174256086
0.021521537273656577,0.5002376893535256
0.021521429356653243,0.5002363519743085
0.021521163056604564,0.500235608778894
0.02152099198428914,0.5002344027161598
0.02152071095770225,0.5002333307638764
0.021520862414035946,0.5002321125939488
0.02152052248129621,0.5002313023433089
0.021520529175177217,0.5002301782369614
0.021520563052035868,0.5002295561134815
0.02152106474386528,0.5002277353778481
0.021520541165955365,0.500226910226047
0.021519935806281865,0.5002260087057948
0.02151041670003906,0.500498884357512
0.021405729348771274,0.502481640316546
0.021222367824520916,0.5063300505280495
0.02137128688627854,0.5117079187184572
0.021653701551258564,0.5189275024458766
0.021930491144303232,0.5265328725799918
0.02221124729840085,0.5342290382832289
0.02252858190331608,0.5418940875679255
0.02275506779551506,0.549623261205852
0.02299101883545518,0.5572595121338964
0.02338642586255446,0.5647939965128899
0.023861053923610598,0.5722664063796401
0.02446265908656642,0.5796429077163339
0.02486586623126641,0.586710031144321
0.02530157973524183,0.5936129372566938
0.02551537536783144,0.6001483909785748
0.024853315786458552,0.6072366293519735
0.02467768848873675,0.6141572538763285
0.024328156257979572,0.6211568806320429
0.023849227698519826,0.6285869916900992
0.0232770883012563,0.6359967337921262
0.02262385148787871,0.643287600018084
0.021951439266558737,0.6505164550617337
0.021313904784619808,0.6576283061876893
0.0207563562435098,0.6646118527278304
0.020192552416119725,0.67131292168051
0.019642966974060982,0.6782495398074389
0.018865670484956354,0.6852482156828046
0.01836792507674545,0.6923144161701202
0.018485680338926613,0.6986974561586976
0.018365382915362716,0.70522884093225
0.018386718176770955,0.7115406394004822
0.018422720953822136,0.7179961241781712
0.018664587289094925,0.7246456826105714
0.018791004084050655,0.7317836908623576
0.018454848788678646,0.7391759576275945
0.018482166051398963,0.7460488174110651
0.018425187678076327,0.7526223873719573
0.01849794521695003,0.7594284191727638
0.01879299577558413,0.7664731601253152
0.01917197316652164,0.773708869703114
0.019601922598667443,0.7810692861676216
0.0193923125625588,0.7894877605140209
0.01870999380480498,0.7974043302237988
0.018102790345437825,0.8054675702005625
0.017616891767829657,0.8138864012435079
0.017210451478604227,0.8225417155772448
0.016797243733890355,0.8309773933142424
0.0164063983829692,0.8397204149514437
0.015706395963206887,0.8478471403941512
0.015139211842324585,0.8560182340443134
0.0148590044118464,0.861934594810009
0.014685576199553907,0.8657334521412849
0.014596147637348622,0.8676620991900563
0.01458604057552293,0.8679195996373892
0.014586264442186803,0.8679160317406058
0.014584884571377188,0.8679190101101995
0.01458539318991825,0.8679177677258849
0.01458503567846492,0.8679175339639187
0.014585728116799146,0.8679178720340133
0.014584684395231307,0.8679189141839743
0.014584840217139572,0.8679193966090679
0.01458522939356044,0.8679204806685448
0.014585871365852654,0.8679212434217334
0.01458545884815976,0.8679210627451539
0.014585278287995607,0.8679219400510192
0.01458530075615272,0.8679218972101808
0.014583094918634742,0.8679254855960608
0.01458507007919252,0.8679280150681734
0.014584606047719717,0.8679290479049087
0.014583852957002819,0.8679291261360049
0.01458393456414342,0.8679290870204568
0.014584040327463299,0.8679288290441036
0.014583793643396348,0.8679290032014251
0.014583997952286154,0.8679291484877467
0.014584503951482475,0.8679304728284478
0.014584515593014657,0.8679300602525473
0.014584743592422456,0.8679311191663146
0.014584519260097295,0.8679312523454428
0.01458459347486496,0.8679302996024489
0.014584969030693173,0.867930319160223
0.014585100812837481,0.8679311787709594
0.014584855642169714,0.86793093662709
0.014585729106329381,0.8679324109107256
0.014585939759854227,0.8679311750456691
0.014585612923838198,0.8679310027509928
0.014586986391805112,0.8679308509454131
0.014586971083190292,0.8679300909861922
0.014585532189812511,0.8679317077621818
0.01458592084236443,0.8679369213059545
0.01458599540637806,0.8679361790418625
0.014585197845008224,0.8679365292191505
0.014585920318495482,0.8679380854591727
0.014586286211851984,0.8679384291172028
0.014585660712327808,0.8679392719641328
0.01458590937545523,0.8679390409961343
0.01458613557042554,0.8679402796551585
